item,subject,response,y_hat,y_pred,loo,ku
0,1,0.0,0.0385,0.963312,-0.042581,0.39065
0,2,1.0,0.39925,0.398714,-1.393305,0.382749
0,3,1.0,0.8615,0.86344,-0.183032,0.363671
0,4,1.0,0.289,0.290415,-1.856733,0.610489
0,5,1.0,0.85575,0.842627,-0.220211,0.439927
0,6,0.0,0.05875,0.945933,-0.063668,0.41409
0,7,0.0,0.595,0.390126,-1.455676,0.423775
0,8,1.0,0.802,0.807865,-0.277394,0.214105
0,9,1.0,0.7845,0.790975,-0.30371,0.205581
0,10,1.0,0.48825,0.492357,-0.989724,0.332984
0,11,1.0,0.90075,0.897235,-0.132073,0.304383
0,12,0.0,0.023,0.978852,-0.02367,0.351566
0,13,1.0,0.9995,0.999428,-0.000576,0.347917
0,14,1.0,0.912,0.911699,-0.111956,0.39078
0,15,1.0,0.8825,0.878619,-0.159431,0.337986
0,16,0.0,0.0395,0.961084,-0.044689,0.283291
0,17,0.0,0.09175,0.914286,-0.10677,0.555638
0,18,0.0,0.4665,0.533904,-0.918882,0.509595
0,19,0.0,0.06,0.939497,-0.072639,0.363567
0,20,0.0,0.079,0.918858,-0.099771,0.304965
0,21,0.0,0.02125,0.981391,-0.020936,0.382908
0,22,0.0,0.07325,0.932946,-0.080842,0.282376
0,23,1.0,0.313,0.307708,-1.761196,0.461062
0,24,0.0,0.02575,0.974466,-0.029471,0.465149
0,25,0.0,0.17325,0.824554,-0.236106,0.197446
0,26,0.0,0.01925,0.980027,-0.022457,0.272529
0,27,1.0,0.40925,0.414248,-1.332803,0.620086
0,28,1.0,0.67,0.665761,-0.5557,0.443311
0,29,1.0,0.744,0.746258,-0.379518,0.201559
0,30,0.0,0.0895,0.916595,-0.101746,0.217302
0,31,0.0,0.58975,0.402336,-1.39006,0.451478
0,32,0.0,0.05675,0.947995,-0.060534,0.176138
0,33,0.0,0.09075,0.915092,-0.104503,0.284264
0,34,0.0,0.05825,0.939732,-0.070847,0.275175
0,35,1.0,0.91275,0.917336,-0.102581,0.26861
0,36,0.0,0.04975,0.954865,-0.05223,0.25805
0,37,0.0,0.0385,0.964467,-0.041689,0.607234
0,38,0.0,0.258,0.736067,-0.405625,0.442289
0,39,0.0,0.14025,0.858945,-0.184148,0.282283
0,40,0.0,0.009,0.989539,-0.011413,0.37101
0,41,0.0,0.00975,0.989535,-0.011658,0.5
0,42,0.0,0.06225,0.936526,-0.076089,0.426173
0,43,0.0,0.20375,0.792987,-0.283203,0.182339
0,44,0.0,0.32525,0.6713,-0.53,0.253333
0,45,0.0,0.0245,0.975666,-0.02752,0.35766
0,46,0.0,0.0135,0.98814,-0.012823,0.280839
0,47,0.0,0.02525,0.972947,-0.031027,0.391806
0,48,1.0,0.5725,0.572084,-0.784851,0.46449
0,49,0.0,0.043,0.953359,-0.053894,0.262872
0,50,1.0,0.64175,0.635152,-0.629616,0.330031
0,51,0.0,0.124,0.881227,-0.152482,0.273087
0,52,0.0,0.027,0.972804,-0.030965,0.315185
0,53,0.0,0.77475,0.234223,-2.290865,0.513468
0,54,0.0,0.0105,0.990267,-0.010583,0.435644
0,55,0.0,0.026,0.975552,-0.027243,0.171482
0,56,0.0,0.015,0.984414,-0.017181,0.350184
0,57,1.0,0.1365,0.135191,-3.444559,0.512353
0,58,0.0,0.0795,0.9113,-0.110713,0.420599
0,59,0.0,0.278,0.715675,-0.423648,0.283384
0,60,1.0,0.21675,0.221489,-2.337131,0.633712
0,61,0.0,0.03125,0.968609,-0.035716,0.217836
0,62,0.0,0.059,0.94206,-0.06942,0.31136
0,63,0.0,0.00925,0.990339,-0.010433,0.387903
0,64,0.0,0.2415,0.7491,-0.391201,0.423359
0,65,0.0,0.03275,0.963472,-0.043541,0.404338
0,66,0.0,0.028,0.971553,-0.03244,0.246942
0,67,0.0,0.029,0.972195,-0.031545,0.316662
0,68,1.0,0.88425,0.876947,-0.161373,0.253683
0,69,1.0,0.94,0.93485,-0.078303,0.185233
0,70,0.0,0.04,0.956823,-0.050987,0.342619
0,71,0.0,0.11775,0.885597,-0.147054,0.315201
0,72,0.0,0.097,0.904721,-0.118036,0.325365
0,73,0.0,0.0575,0.941749,-0.069356,0.314125
0,74,0.0,0.16725,0.832034,-0.223237,0.494216
0,75,0.0,0.0205,0.977903,-0.025121,0.260397
0,76,0.0,0.16325,0.837346,-0.219983,0.3926
0,77,0.0,0.02625,0.975212,-0.028119,0.366775
0,78,0.0,0.052,0.951121,-0.057327,0.181323
0,79,0.0,0.31975,0.684879,-0.514624,0.320185
0,80,0.0,0.01775,0.980483,-0.021526,0.173137
0,81,0.0,0.06425,0.936531,-0.075928,0.229157
0,82,1.0,0.62625,0.631743,-0.634917,0.128805
0,83,0.0,0.04525,0.951266,-0.058507,0.347475
0,84,0.0,0.016,0.984267,-0.017568,0.502143
0,85,1.0,0.651,0.654516,-0.591758,0.350205
0,86,0.0,0.12725,0.871783,-0.164889,0.247264
0,87,0.0,0.17775,0.827754,-0.23351,0.351556
0,88,0.0,0.2335,0.769003,-0.342914,0.272397
0,89,0.0,0.17775,0.827898,-0.237065,0.209099
0,90,0.0,0.406,0.593545,-0.727597,0.315106
0,91,1.0,0.663,0.662329,-0.567188,0.485769
0,92,1.0,0.2925,0.28968,-1.822793,0.41823
0,93,1.0,0.90125,0.89527,-0.134656,0.299611
0,94,0.0,0.0365,0.966126,-0.039473,0.320257
0,95,0.0,0.02975,0.97256,-0.031211,0.371851
0,96,0.0,0.0935,0.907009,-0.116056,0.2621
0,97,1.0,0.801,0.797102,-0.300677,0.310215
0,98,0.0,0.01975,0.98073,-0.021741,0.344385
0,99,0.0,0.08575,0.917314,-0.102359,0.440986
0,100,0.0,0.019,0.984197,-0.017355,0.421759
0,101,1.0,0.61225,0.604213,-0.691389,0.397906
0,102,1.0,0.85475,0.854239,-0.195422,0.201643
0,103,0.0,0.04325,0.955193,-0.052435,0.342548
0,104,1.0,0.2295,0.218128,-2.313709,0.422901
0,105,1.0,0.9035,0.902273,-0.123241,0.229399
0,106,0.0,0.081,0.917872,-0.10134,0.463392
0,107,1.0,0.8835,0.882062,-0.153602,0.242913
0,108,1.0,0.1825,0.190109,-2.732304,0.547529
0,109,0.0,0.053,0.944246,-0.066573,0.218921
0,110,0.0,0.0825,0.919276,-0.097437,0.317955
0,111,0.0,0.55375,0.444958,-1.178898,0.406809
0,112,0.0,0.0445,0.954844,-0.053976,0.306767
0,113,1.0,0.19475,0.199778,-2.535511,0.451756
0,114,0.0,0.234,0.760886,-0.359452,0.289718
0,115,0.0,0.132,0.882187,-0.148839,0.289758
0,116,0.0,0.5635,0.438093,-1.23506,0.413418
0,117,0.0,0.151,0.850925,-0.196903,0.348614
0,118,0.0,0.164,0.840321,-0.221847,0.438103
0,119,0.0,0.00875,0.990066,-0.010878,0.429549
0,120,0.0,0.02025,0.980174,-0.022337,0.492553
0,121,0.0,0.151,0.848396,-0.202196,0.384333
0,122,0.0,0.06825,0.931818,-0.082846,0.467778
0,123,1.0,0.746,0.750617,-0.375732,0.255331
0,124,0.0,0.5875,0.428807,-1.279172,0.514595
0,125,0.0,0.07175,0.934753,-0.078536,0.345047
0,126,0.0,0.17925,0.819829,-0.248674,0.386057
0,127,1.0,0.98375,0.983305,-0.018051,0.206281
0,128,0.0,0.017,0.982427,-0.019835,0.246363
0,129,0.0,0.0615,0.935581,-0.077282,0.275754
0,130,0.0,0.4705,0.534101,-0.910715,0.663901
0,131,0.0,0.0265,0.975687,-0.027342,0.29738
0,132,1.0,0.301,0.302325,-1.783487,0.584513
0,133,1.0,0.95675,0.962238,-0.043244,0.204402
0,134,1.0,0.708,0.711491,-0.468399,0.438827
0,135,1.0,0.832,0.847192,-0.208116,0.411971
0,136,1.0,0.921,0.918155,-0.103875,0.381665
0,137,1.0,0.64625,0.640788,-0.606293,0.251
0,138,1.0,0.7705,0.769011,-0.341111,0.45597
0,139,1.0,0.67775,0.666779,-0.54375,0.457627
0,140,0.0,0.215,0.785385,-0.314307,0.351063
0,141,0.0,0.157,0.841996,-0.209321,0.378954
0,142,0.0,0.1035,0.895926,-0.134388,0.150845
0,143,0.0,0.0485,0.949157,-0.060956,0.478988
0,144,0.0,0.0135,0.986981,-0.014545,0.536287
0,145,0.0,0.1145,0.879938,-0.154164,0.265678
0,146,0.0,0.19125,0.808096,-0.261819,0.305225
0,147,0.0,0.56325,0.44141,-1.193757,0.455939
0,148,0.0,0.11375,0.88105,-0.150965,0.197151
0,149,1.0,0.9355,0.935094,-0.078824,0.39743
0,150,0.0,0.03725,0.96192,-0.045694,0.508774
0,151,0.0,0.27675,0.725403,-0.417767,0.329803
0,152,0.0,0.45375,0.531056,-0.892076,0.212146
0,153,1.0,0.812,0.814446,-0.261547,0.186091
0,154,0.0,0.014,0.989041,-0.012242,0.51451
0,155,0.0,0.0145,0.983894,-0.017939,0.396452
0,156,1.0,0.66975,0.671271,-0.542255,0.321401
0,157,0.0,0.01925,0.981719,-0.020803,0.352145
0,158,0.0,0.299,0.7021,-0.472976,0.230946
0,159,1.0,0.85575,0.854748,-0.197866,0.194433
0,160,0.0,0.71625,0.292709,-1.987351,0.455639
0,161,1.0,0.67275,0.670308,-0.535125,0.241533
0,162,0.0,0.0755,0.927532,-0.088635,0.126668
0,163,0.0,0.102,0.904546,-0.11784,0.358711
0,164,1.0,0.77575,0.773696,-0.337803,0.438131
0,165,1.0,0.207,0.192867,-2.632463,0.450035
0,166,0.0,0.589,0.408595,-1.295069,0.441976
0,167,0.0,0.00825,0.989378,-0.011681,0.287774
0,168,1.0,0.51425,0.521738,-0.922949,0.244388
0,169,0.0,0.0405,0.962311,-0.043535,0.368309
0,170,0.0,0.01025,0.988338,-0.012527,0.124502
0,171,1.0,0.35325,0.355508,-1.520575,0.409978
0,172,0.0,0.05475,0.949654,-0.05879,0.290632
0,173,0.0,0.51975,0.483925,-1.063351,0.138396
0,174,0.0,0.0935,0.911326,-0.108449,0.43017
0,175,1.0,0.90375,0.910095,-0.112406,0.168872
0,176,0.0,0.01125,0.989327,-0.01146,0.221913
0,177,1.0,0.6945,0.683908,-0.517319,0.441833
0,178,0.0,0.051,0.951142,-0.057918,0.377288
0,179,0.0,0.10775,0.897282,-0.128033,0.381889
0,180,0.0,0.1065,0.893172,-0.134129,0.259964
0,181,0.0,0.67275,0.330073,-1.715898,0.403933
0,182,0.0,0.22525,0.782217,-0.318298,0.572672
0,183,1.0,0.93475,0.933809,-0.080384,0.197769
0,184,1.0,0.70125,0.701406,-0.477116,0.466557
0,185,0.0,0.04175,0.95782,-0.048377,0.34229
0,186,1.0,0.7365,0.734954,-0.40247,0.123955
0,187,1.0,0.90125,0.900244,-0.12659,0.162793
0,188,0.0,0.019,0.98108,-0.020761,0.183009
0,189,0.0,0.077,0.927896,-0.086909,0.363812
0,190,1.0,0.97075,0.96888,-0.034574,0.157445
0,191,0.0,0.01625,0.98065,-0.021619,0.261738
0,192,1.0,0.77175,0.770058,-0.338176,0.328333
0,193,0.0,0.05475,0.951691,-0.05587,0.262364
0,194,1.0,0.84825,0.852886,-0.199269,0.15551
0,195,0.0,0.25125,0.750305,-0.381068,0.405319
0,196,1.0,0.9465,0.950627,-0.058685,0.348772
0,197,0.0,0.03375,0.962777,-0.042977,0.431982
0,198,0.0,0.051,0.951157,-0.05725,0.204602
0,199,1.0,0.88175,0.891913,-0.140244,0.377881
0,200,0.0,0.08925,0.90635,-0.116546,0.351374
0,201,0.0,0.1555,0.852899,-0.1921,0.366885
0,202,0.0,0.34525,0.655506,-0.578297,0.259784
0,203,1.0,0.578,0.577375,-0.777147,0.444075
0,204,0.0,0.07175,0.931437,-0.083117,0.27203
0,205,1.0,0.80975,0.811136,-0.263128,0.257832
0,206,0.0,0.02325,0.977478,-0.025627,0.435482
0,207,0.0,0.0145,0.984445,-0.017156,0.297451
0,208,0.0,0.0345,0.96393,-0.041424,0.317822
0,209,0.0,0.423,0.577116,-0.771422,0.281521
0,210,1.0,0.94,0.946957,-0.062715,0.290941
0,211,0.0,0.1405,0.863285,-0.183913,0.490709
0,212,0.0,0.037,0.965143,-0.039869,0.223219
0,213,0.0,0.18675,0.804776,-0.27107,0.165253
0,214,0.0,0.1495,0.849864,-0.199681,0.003555
0,215,1.0,0.93675,0.939906,-0.071296,0.101792
0,216,0.0,0.064,0.941388,-0.070304,0.291452
0,217,1.0,0.537,0.529429,-0.918933,0.254306
0,218,1.0,0.92325,0.924165,-0.093737,0.274567
0,219,0.0,0.1315,0.863011,-0.177224,0.204786
0,220,0.0,0.07325,0.922806,-0.095945,0.451657
0,221,1.0,0.87975,0.882365,-0.153578,0.239735
0,222,1.0,0.61975,0.614424,-0.676178,0.396241
0,223,0.0,0.7795,0.219809,-2.445004,0.520759
0,224,0.0,0.02475,0.975676,-0.027393,0.23401
0,225,0.0,0.10925,0.888589,-0.141105,0.216377
0,226,0.0,0.0735,0.920667,-0.096463,0.431859
0,227,0.0,0.14275,0.861073,-0.183292,0.492538
0,228,1.0,0.36425,0.367494,-1.47467,0.484576
0,229,0.0,0.29725,0.705729,-0.472422,0.123008
0,230,0.0,0.023,0.977428,-0.025113,0.19276
